Year,GameType,Week,Date,Day,WinnerRank,Winner,Winnerwas,PtsW,HomeAway,LoserRank,Loser,Loserwas,PtsL,Notes
2008,Regular Season,5,September 27 2008,Saturday,,Ohio,Home,51,,,Virginia Military Institute,Away,31,
2008,Regular Season,5,September 27 2008,Saturday,14,Ohio State,Home,34,,,Minnesota,Away,21,
2008,Regular Season,5,September 27 2008,Saturday,2,Oklahoma,Home,35,,24,TCU,Away,10,
2008,Regular Season,5,September 27 2008,Saturday,,Oklahoma State,Home,55,,,Troy,Away,24,
2008,Regular Season,5,September 27 2008,Saturday,,Oregon,Away,63,@,,Washington State,Home,14,
2008,Regular Season,5,September 27 2008,Saturday,12,Penn State,Home,38,,22,Illinois,Away,24,
2008,Regular Season,5,September 27 2008,Saturday,,Pittsburgh,Away,34,@,,Syracuse,Home,24,
2008,Regular Season,5,September 27 2008,Saturday,,Rice,Home,77,,,North Texas,Away,20,
2008,Regular Season,5,September 27 2008,Saturday,,Rutgers,Home,38,,,Morgan State,Away,0,
2008,Regular Season,5,September 27 2008,Saturday,,San Diego State,Home,45,,,Idaho,Away,17,
2008,Regular Season,5,September 27 2008,Saturday,,San Jose State,Away,20,@,,Hawaii,Home,17,
2008,Regular Season,5,September 27 2008,Saturday,,South Carolina,Home,26,,,UAB,Away,13,
2008,Regular Season,5,September 27 2008,Saturday,13,South Florida,Away,41,@,,NC State,Home,10,
2008,Regular Season,5,September 27 2008,Saturday,,Stanford,Away,35,@,,Washington,Home,28,
2008,Regular Season,5,September 27 2008,Saturday,7,Texas,Home,52,,,Arkansas,Away,10,
2008,Regular Season,5,September 27 2008,Saturday,,Texas A&M,Home,21,,,Army,Away,17,
2008,Regular Season,5,September 27 2008,Saturday,,UTEP,Home,58,,,UCF,Away,13,
2008,Regular Season,5,September 27 2008,Saturday,,Tulsa,Home,62,,,Central Arkansas,Away,34,
2008,Regular Season,5,September 27 2008,Saturday,17,Utah,Home,37,,,Weber State,Away,21,
2008,Regular Season,5,September 27 2008,Saturday,,Virginia Tech,Away,35,@,,Nebraska,Home,30,
2008,Regular Season,5,September 27 2008,Saturday,,West Virginia,Home,27,,,Marshall,Away,3,
2008,Regular Season,5,September 27 2008,Saturday,,Western Michigan,Away,7,@,,Temple,Home,3,
2008,Regular Season,6,September 30 2008,Tuesday,,Middle Tennessee,Home,14,,,Florida Atlantic,Away,13,
2008,Regular Season,6,October 1 2008,Wednesday,17,Boise State,Home,38,,,Louisiana Tech,Away,3,
2008,Regular Season,6,October 2 2008,Thursday,,Memphis,Away,33,@,,UAB,Home,30,
2008,Regular Season,6,October 2 2008,Thursday,,Pittsburgh,Away,26,@,10,South Florida,Home,21,
2008,Regular Season,6,October 2 2008,Thursday,15,Utah,Home,31,,,Oregon State,Away,28,
2008,Regular Season,6,October 3 2008,Friday,8,Brigham Young,Away,34,@,,Utah State,Home,14,
2008,Regular Season,6,October 3 2008,Friday,,Cincinnati,Away,33,@,,Marshall,Home,10,
2008,Regular Season,6,October 4 2008,Saturday,,Akron,Away,30,@,,Kent State,Home,27,
2008,Regular Season,6,October 4 2008,Saturday,2,Alabama,Home,17,,,Kentucky,Away,14,
2008,Regular Season,6,October 4 2008,Saturday,,Arizona,Home,48,,,Washington,Away,14,
2008,Regular Season,6,October 4 2008,Saturday,,Army,Away,44,@,,Tulane,Home,13,
2008,Regular Season,6,October 4 2008,Saturday,,Ball State,Away,31,@,,Toledo,Home,0,
2008,Regular Season,6,October 4 2008,Saturday,,Boston College,Away,38,@,,NC State,Home,31,
2008,Regular Season,6,October 4 2008,Saturday,,California,Home,24,,,Arizona State,Away,14,
2008,Regular Season,6,October 4 2008,Saturday,,UCF,Home,31,,,SMU,Away,17,
2008,Regular Season,6,October 4 2008,Saturday,,Colorado State,Home,41,,,UNLV,Away,28,
2008,Regular Season,6,October 4 2008,Saturday,,Eastern Michigan,Away,24,@,,Bowling Green,Home,21,
2008,Regular Season,6,October 4 2008,Saturday,12,Florida,Away,38,@,,Arkansas,Home,7,
2008,Regular Season,6,October 4 2008,Saturday,,FIU,Away,42,@,,North Texas,Home,10,
2008,Regular Season,6,October 4 2008,Saturday,,Florida State,Away,41,@,,Miami (FL),Home,39,
2008,Regular Season,6,October 4 2008,Saturday,,Georgia Tech,Home,27,,,Duke,Away,0,
2008,Regular Season,6,October 4 2008,Saturday,,Hawaii,Away,32,@,22,Fresno State,Home,29,
2008,Regular Season,6,October 4 2008,Saturday,,Illinois,Away,45,@,,Michigan,Home,20,
2008,Regular Season,6,October 4 2008,Saturday,16,Kansas,Away,35,@,,Iowa State,Home,33,
2008,Regular Season,6,October 4 2008,Saturday,,Louisiana,Away,44,@,,Louisiana-Monroe,Home,35,
2008,Regular Season,6,October 4 2008,Saturday,,Michigan State,Home,16,,,Iowa,Away,13,
2008,Regular Season,6,October 4 2008,Saturday,,Minnesota,Home,16,,,Indiana,Away,7,
2008,Regular Season,6,October 4 2008,Saturday,4,Missouri,Away,52,@,,Nebraska,Home,17,
2008,Regular Season,6,October 4 2008,Saturday,,Navy,Away,33,@,,Air Force,Home,27,
2008,Regular Season,6,October 4 2008,Saturday,,Nevada,Away,49,@,,Idaho,Home,14,
2008,Regular Season,6,October 4 2008,Saturday,,New Mexico,Home,24,,,Wyoming,Away,0,
2008,Regular Season,6,October 4 2008,Saturday,,New Mexico State,Home,45,,,Alcorn State,Away,10,
2008,Regular Season,6,October 4 2008,Saturday,,North Carolina,Home,38,,24,UConn,Away,12,
2008,Regular Season,6,October 4 2008,Saturday,,Notre Dame,Home,28,,,Stanford,Away,21,
2008,Regular Season,6,October 4 2008,Saturday,14,Ohio State,Away,20,@,18,Wisconsin,Home,17,
2008,Regular Season,6,October 4 2008,Saturday,1,Oklahoma,Away,49,@,,Baylor,Home,17,
2008,Regular Season,6,October 4 2008,Saturday,21,Oklahoma State,Home,56,,,Texas A&M,Away,28,
2008,Regular Season,6,October 4 2008,Saturday,6,Penn State,Away,20,@,,Purdue,Home,6,
2008,Regular Season,6,October 4 2008,Saturday,,South Carolina,Away,31,@,,Ole Miss,Home,24,
2008,Regular Season,6,October 4 2008,Saturday,9,USC,Home,44,,23,Oregon,Away,10,
2008,Regular Season,6,October 4 2008,Saturday,,Temple,Away,28,@,,Miami (OH),Home,10,
2008,Regular Season,6,October 4 2008,Saturday,,Tennessee,Home,13,,,Northern Illinois,Away,9,
2008,Regular Season,6,October 4 2008,Saturday,5,Texas,Away,38,@,,Colorado,Home,14,
2008,Regular Season,6,October 4 2008,Saturday,,TCU,Home,41,,,San Diego State,Away,7,
2008,Regular Season,6,October 4 2008,Saturday,7,Texas Tech,Away,58,@,,Kansas State,Home,28,
2008,Regular Season,6,October 4 2008,Saturday,,UTEP,Away,40,@,,Southern Mississippi,Home,37,
2008,Regular Season,6,October 4 2008,Saturday,,Tulsa,Home,63,,,Rice,Away,28,
2008,Regular Season,6,October 4 2008,Saturday,,UCLA,Home,28,,,Washington State,Away,3,
2008,Regular Season,6,October 4 2008,Saturday,19,Vanderbilt,Home,14,,13,Auburn,Away,13,
2008,Regular Season,6,October 4 2008,Saturday,,Virginia,Home,31,,,Maryland,Away,0,
2008,Regular Season,6,October 4 2008,Saturday,20,Virginia Tech,Home,27,,,Western Kentucky,Away,13,
2008,Regular Season,6,October 4 2008,Saturday,,West Virginia,Home,24,,,Rutgers,Away,17,
2008,Regular Season,6,October 4 2008,Saturday,,Western Michigan,Home,41,,,Ohio,Away,20,
2008,Regular Season,7,October 7 2008,Tuesday,,Troy,Away,30,@,,Florida Atlantic,Home,17,
2008,Regular Season,7,October 9 2008,Thursday,,Houston,Home,45,,,UAB,Away,20,
2008,Regular Season,7,October 9 2008,Thursday,21,Wake Forest,Home,12,,,Clemson,Away,7,
2008,Regular Season,7,October 10 2008,Friday,,Louisville,Away,35,@,,Memphis,Home,28,
2008,Regular Season,7,October 11 2008,Saturday,,Air Force,Away,35,@,,San Diego State,Home,10,
2008,Regular Season,7,October 11 2008,Saturday,,Arkansas,Away,25,@,20,Auburn,Home,22,
2008,Regular Season,7,October 11 2008,Saturday,,Arkansas State,Home,37,,,Louisiana-Monroe,Away,29,
2008,Regular Season,7,October 11 2008,Saturday,,Army,Home,17,,,Eastern Michigan,Away,13,
2008,Regular Season,7,October 11 2008,Saturday,25,Ball State,Away,24,@,,Western Kentucky,Home,7,
2008,Regular Season,7,October 11 2008,Saturday,,Baylor,Home,38,,,Iowa State,Away,10,
2008,Regular Season,7,October 11 2008,Saturday,15,Boise State,Away,24,@,,Southern Mississippi,Home,7,
2008,Regular Season,7,October 11 2008,Saturday,,Bowling Green,Away,37,@,,Akron,Home,33,
2008,Regular Season,7,October 11 2008,Saturday,9,Brigham Young,Home,21,,,New Mexico,Away,3,
2008,Regular Season,7,October 11 2008,Saturday,,Central Michigan,Home,24,,,Temple,Away,14,
2008,Regular Season,7,October 11 2008,Saturday,,Cincinnati,Home,13,,,Rutgers,Away,10,
2008,Regular Season,7,October 11 2008,Saturday,11,Florida,Home,51,,4,LSU,Away,21,
2008,Regular Season,7,October 11 2008,Saturday,,FIU,Home,31,,,Middle Tennessee,Away,21,
2008,Regular Season,7,October 11 2008,Saturday,,Fresno State,Home,45,,,Idaho,Away,32,
2008,Regular Season,7,October 11 2008,Saturday,10,Georgia,Home,26,,,Tennessee,Away,14,
2008,Regular Season,7,October 11 2008,Saturday,,Georgia Tech,Home,10,,,Gardner-Webb,Away,7,
2008,Regular Season,7,October 11 2008,Saturday,,Hawaii,Home,24,,,Louisiana Tech,Away,14,
2008,Regular Season,7,October 11 2008,Saturday,,Iowa,Away,45,@,,Indiana,Home,9,
2008,Regular Season,7,October 11 2008,Saturday,16,Kansas,Home,30,,,Colorado,Away,14,
2008,Regular Season,7,October 11 2008,Saturday,,Kansas State,Away,44,@,,Texas A&M,Home,30,
2008,Regular Season,7,October 11 2008,Saturday,,Louisiana,Away,59,@,,North Texas,Home,30,
2008,Regular Season,7,October 11 2008,Saturday,,Miami (FL),Home,20,,,UCF,Away,14,
2008,Regular Season,7,October 11 2008,Saturday,23,Michigan State,Away,37,@,,Northwestern,Home,20,
2008,Regular Season,7,October 11 2008,Saturday,,Minnesota,Away,27,@,,Illinois,Home,20,
2008,Regular Season,7,October 11 2008,Saturday,,Mississippi State,Home,17,,13,Vanderbilt,Away,14,
2008,Regular Season,7,October 11 2008,Saturday,,New Mexico State,Away,48,@,,Nevada,Home,45,
2008,Regular Season,7,October 11 2008,Saturday,22,North Carolina,Home,29,,,Notre Dame,Away,24,
2008,Regular Season,7,October 11 2008,Saturday,,Northern Illinois,Home,17,,,Miami (OH),Away,13,
2008,Regular Season,7,October 11 2008,Saturday,,Ohio,Away,26,@,,Kent State,Home,19,
2008,Regular Season,7,October 11 2008,Saturday,12,Ohio State,Home,16,,,Purdue,Away,3,
2008,Regular Season,7,October 11 2008,Saturday,17,Oklahoma State,Away,28,@,3,Missouri,Home,23,
2008,Regular Season,7,October 11 2008,Saturday,,Oregon,Home,31,,,UCLA,Away,24,
2008,Regular Season,7,October 11 2008,Saturday,,Oregon State,Home,66,,,Washington State,Away,13,
2008,Regular Season,7,October 11 2008,Saturday,6,Penn State,Away,48,@,,Wisconsin,Home,7,
2008,Regular Season,7,October 11 2008,Saturday,,San Jose State,Home,30,,,Utah State,Away,7,
2008,Regular Season,7,October 11 2008,Saturday,,South Carolina,Away,24,@,,Kentucky,Home,17,
2008,Regular Season,7,October 11 2008,Saturday,8,USC,Home,28,,,Arizona State,Away,0,
2008,Regular Season,7,October 11 2008,Saturday,,Stanford,Home,24,,,Arizona,Away,23,
2008,Regular Season,7,October 11 2008,Saturday,5,Texas,Home,45,,1,Oklahoma,Away,35,
2008,Regular Season,7,October 11 2008,Saturday,,TCU,Away,13,@,,Colorado State,Home,7,
2008,Regular Season,7,October 11 2008,Saturday,7,Texas Tech,Home,37,,,Nebraska,Away,31,
2008,Regular Season,7,October 11 2008,Saturday,,UTEP,Home,24,,,Tulane,Away,21,
2008,Regular Season,7,October 11 2008,Saturday,,Toledo,Away,13,@,,Michigan,Home,10,
2008,Regular Season,7,October 11 2008,Saturday,,Tulsa,Away,37,@,,SMU,Home,31,
2008,Regular Season,7,October 11 2008,Saturday,14,Utah,Away,40,@,,Wyoming,Home,7,
2008,Regular Season,7,October 11 2008,Saturday,,Virginia,Home,35,,,East Carolina,Away,20,
2008,Regular Season,7,October 11 2008,Saturday,,West Virginia,Home,17,,,Syracuse,Away,6,
2008,Regular Season,7,October 11 2008,Saturday,,Western Michigan,Away,34,@,,Buffalo,Home,28,
2008,Regular Season,8,October 16 2008,Thursday,,Florida State,Away,26,@,,NC State,Home,17,
2008,Regular Season,8,October 16 2008,Thursday,,TCU,Home,32,,9,Brigham Young,Away,7,
2008,Regular Season,8,October 17 2008,Friday,15,Boise State,Home,27,,,Hawaii,Away,7,
2008,Regular Season,8,October 18 2008,Saturday,,Air Force,Away,29,@,,UNLV,Home,28,
2008,Regular Season,8,October 18 2008,Saturday,,Akron,Away,42,@,,Eastern Michigan,Home,35,
2008,Regular Season,8,October 18 2008,Saturday,2,Alabama,Home,24,,,Ole Miss,Away,20,
2008,Regular Season,8,October 18 2008,Saturday,,UAB,Home,23,,,Marshall,Away,21,
2008,Regular Season,8,October 18 2008,Saturday,,Arizona,Home,42,,25,California,Away,27,
2008,Regular Season,8,October 18 2008,Saturday,,Boston College,Home,28,,17,Virginia Tech,Away,23,
2008,Regular Season,8,October 18 2008,Saturday,,Buffalo,Home,27,,,Army,Away,24,
2008,Regular Season,8,October 18 2008,Saturday,,Central Michigan,Home,38,,,Western Michigan,Away,28,
2008,Regular Season,8,October 18 2008,Saturday,,Colorado,Home,14,,,Kansas State,Away,13,
2008,Regular Season,8,October 18 2008,Saturday,,East Carolina,Home,30,,,Memphis,Away,10,
2008,Regular Season,8,October 18 2008,Saturday,,Florida Atlantic,Away,24,@,,Western Kentucky,Home,20,
2008,Regular Season,8,October 18 2008,Saturday,10,Georgia,Home,24,,22,Vanderbilt,Away,14,
2008,Regular Season,8,October 18 2008,Saturday,,Georgia Tech,Away,21,@,,Clemson,Home,17,
2008,Regular Season,8,October 18 2008,Saturday,,Houston,Away,44,@,,SMU,Home,38,
2008,Regular Season,8,October 18 2008,Saturday,,Illinois,Home,55,,,Indiana,Away,13,
2008,Regular Season,8,October 18 2008,Saturday,,Iowa,Home,38,,,Wisconsin,Away,16,
2008,Regular Season,8,October 18 2008,Saturday,,Kentucky,Home,21,,,Arkansas,Away,20,
2008,Regular Season,8,October 18 2008,Saturday,,Louisiana,Home,28,,,Arkansas State,Away,23,
2008,Regular Season,8,October 18 2008,Saturday,13,LSU,Away,24,@,,South Carolina,Home,17,
2008,Regular Season,8,October 18 2008,Saturday,,Louisiana Tech,Home,46,,,Idaho,Away,14,
2008,Regular Season,8,October 18 2008,Saturday,,Louisiana-Monroe,Home,35,,,North Texas,Away,23,
2008,Regular Season,8,October 18 2008,Saturday,,Louisville,Home,42,,,Middle Tennessee,Away,23,
2008,Regular Season,8,October 18 2008,Saturday,,Maryland,Home,26,,21,Wake Forest,Away,0,
2008,Regular Season,8,October 18 2008,Saturday,,Miami (FL),Away,49,@,,Duke,Home,31,
2008,Regular Season,8,October 18 2008,Saturday,,Miami (OH),Away,27,@,,Bowling Green,Home,20,
2008,Regular Season,8,October 18 2008,Saturday,,Nebraska,Away,35,@,,Iowa State,Home,7,
2008,Regular Season,8,October 18 2008,Saturday,,Nevada,Home,44,,,Utah State,Away,17,
2008,Regular Season,8,October 18 2008,Saturday,,New Mexico,Home,70,,,San Diego State,Away,7,
2008,Regular Season,8,October 18 2008,Saturday,,Northern Illinois,Home,38,,,Toledo,Away,7,
2008,Regular Season,8,October 18 2008,Saturday,,Northwestern,Home,48,,,Purdue,Away,26,
2008,Regular Season,8,October 18 2008,Saturday,12,Ohio State,Away,45,@,20,Michigan State,Home,7,
2008,Regular Season,8,October 18 2008,Saturday,4,Oklahoma,Home,45,,16,Kansas,Away,31,
2008,Regular Season,8,October 18 2008,Saturday,8,Oklahoma State,Home,34,,,Baylor,Away,6,
2008,Regular Season,8,October 18 2008,Saturday,,Oregon State,Away,34,@,,Washington,Home,13,
2008,Regular Season,8,October 18 2008,Saturday,3,Penn State,Home,46,,,Michigan,Away,17,
2008,Regular Season,8,October 18 2008,Saturday,23,Pittsburgh,Away,42,@,,Navy,Home,21,
2008,Regular Season,8,October 18 2008,Saturday,,Rice,Home,45,,,Southern Mississippi,Away,40,
2008,Regular Season,8,October 18 2008,Saturday,,Rutgers,Home,12,,,UConn,Away,10,
2008,Regular Season,8,October 18 2008,Saturday,,San Jose State,Away,31,@,,New Mexico State,Home,14,
2008,Regular Season,8,October 18 2008,Saturday,19,South Florida,Home,45,,,Syracuse,Away,13,
2008,Regular Season,8,October 18 2008,Saturday,6,USC,Away,69,@,,Washington State,Home,0,
2008,Regular Season,8,October 18 2008,Saturday,,Tennessee,Home,34,,,Mississippi State,Away,3,
2008,Regular Season,8,October 18 2008,Saturday,1,Texas,Home,56,,11,Missouri,Away,31,
2008,Regular Season,8,October 18 2008,Saturday,7,Texas Tech,Away,43,@,,Texas A&M,Home,25,
2008,Regular Season,8,October 18 2008,Saturday,,Troy,Home,33,,,FIU,Away,23,
2008,Regular Season,8,October 18 2008,Saturday,,Tulsa,Home,77,,,UTEP,Away,35,
2008,Regular Season,8,October 18 2008,Saturday,,UCLA,Home,23,,,Stanford,Away,20,
2008,Regular Season,8,October 18 2008,Saturday,14,Utah,Home,49,,,Colorado State,Away,16,
2008,Regular Season,8,October 18 2008,Saturday,,Virginia,Home,16,,18,North Carolina,Away,13,
2008,Regular Season,9,October 21 2008,Tuesday,,Temple,Home,14,,,Ohio,Away,10,
2008,Regular Season,9,October 23 2008,Thursday,,Air Force,Home,23,,,New Mexico,Away,10,
2008,Regular Season,9,October 23 2008,Thursday,,West Virginia,Home,34,,,Auburn,Away,17,
2008,Regular Season,9,October 24 2008,Friday,13,Boise State,Away,33,@,,San Jose State,Home,16,
2008,Regular Season,9,October 25 2008,Saturday,2,Alabama,Away,29,@,,Tennessee,Home,9,
2008,Regular Season,9,October 25 2008,Saturday,,Army,Home,14,,,Louisiana Tech,Away,7,
2008,Regular Season,9,October 25 2008,Saturday,20,Ball State,Home,38,,,Eastern Michigan,Away,16,
2008,Regular Season,9,October 25 2008,Saturday,18,Brigham Young,Home,42,,,UNLV,Away,35,
2008,Regular Season,9,October 25 2008,Saturday,,California,Home,41,,,UCLA,Away,20,
2008,Regular Season,9,October 25 2008,Saturday,,Central Michigan,Away,24,@,,Toledo,Home,23,
2008,Regular Season,9,October 25 2008,Saturday,,Colorado State,Away,38,@,,San Diego State,Home,34,
2008,Regular Season,9,October 25 2008,Saturday,,UConn,Home,40,,,Cincinnati,Away,16,
2008,Regular Season,9,October 25 2008,Saturday,,Duke,Away,10,@,,Vanderbilt,Home,7,
2008,Regular Season,9,October 25 2008,Saturday,5,Florida,Home,63,,,Kentucky,Away,5,
2008,Regular Season,9,October 25 2008,Saturday,,Florida Atlantic,Away,29,@,,Louisiana-Monroe,Home,28,
2008,Regular Season,9,October 25 2008,Saturday,24,Florida State,Home,30,,,Virginia Tech,Away,20,
2008,Regular Season,9,October 25 2008,Saturday,,Fresno State,Away,30,@,,Utah State,Home,28,
2008,Regular Season,9,October 25 2008,Saturday,9,Georgia,Away,52,@,11,LSU,Home,38,
2008,Regular Season,9,October 25 2008,Saturday,,Hawaii,Home,38,,,Nevada,Away,31,
2008,Regular Season,9,October 25 2008,Saturday,,Idaho,Home,20,,,New Mexico State,Away,14,
2008,Regular Season,9,October 25 2008,Saturday,,Indiana,Home,21,,,Northwestern,Away,19,
2008,Regular Season,9,October 25 2008,Saturday,,Kent State,Away,54,@,,Miami (OH),Home,21,
2008,Regular Season,9,October 25 2008,Saturday,,Louisville,Home,24,,14,South Florida,Away,20,
2008,Regular Season,9,October 25 2008,Saturday,,Maryland,Home,27,,,NC State,Away,24,
2008,Regular Season,9,October 25 2008,Saturday,,Memphis,Home,36,,,Southern Mississippi,Away,30,
2008,Regular Season,9,October 25 2008,Saturday,,Miami (FL),Home,16,,,Wake Forest,Away,10,
2008,Regular Season,9,October 25 2008,Saturday,,Michigan State,Away,35,@,,Michigan,Home,21,
2008,Regular Season,9,October 25 2008,Saturday,25,Minnesota,Away,17,@,,Purdue,Home,6,
2008,Regular Season,9,October 25 2008,Saturday,,Ole Miss,Away,23,@,,Arkansas,Home,21,
2008,Regular Season,9,October 25 2008,Saturday,,Mississippi State,Home,31,,,Middle Tennessee,Away,22,
2008,Regular Season,9,October 25 2008,Saturday,16,Missouri,Home,58,,,Colorado,Away,0,
2008,Regular Season,9,October 25 2008,Saturday,,Navy,Home,34,,,SMU,Away,7,
2008,Regular Season,9,October 25 2008,Saturday,,Nebraska,Home,32,,,Baylor,Away,20,
2008,Regular Season,9,October 25 2008,Saturday,,North Carolina,Home,45,,23,Boston College,Away,24,
2008,Regular Season,9,October 25 2008,Saturday,,Northern Illinois,Home,16,,,Bowling Green,Away,13,
